,agr,art,cons,corp,edu,fin,good,gov,hlth,leg,man,med,org,rec,serv,tech,tran,Groups,Linkedin/bloomberg,company,url,description,query,title,url,intern_check,tableau,ppc,adobe,ms,javascript,excel,social_tools,html,wordpress,ga,sql,seo,stats,cms,email,css,leadership,passion,teamwork,communication,writing,presentation,detail,creative,pr,sales,content,analytics,social_media,digital,paid
376,,,,,,,,,,,,,,,,,,,,Walser Law Firm,https://www.indeed.com/cmp/Walser-Law-Firm/jobs/Administrative-Assistant-Intern-25e3c54c6cdaccae?sjdu=QwrRXKrqZ3CNX5W-O9jEvcD9A2--9riq-7sA7JLcQXPJQ06vzH2zhtCREOgeKB3-pu5ig1hmvT2mI4i9hwWmTan8n6JmnWTcfQ7B3_hLRxtIhQUM3zHBxJ5EG3_p6b4u,"Looking for an administrative assistant to help with tasks around the office. In particular we are looking for someone to print, stuff, and mail envelopes for a direct mail marketing campaign. Other responsibilities would include making phone calls to followup with clients, sending out emails associated with newsletters and marketing campaigns, as well as organizing correspondence from various insurance companies. More responsibilities can be allocated over time.Flexible work schedule. Ideally the right candidate could come work in the office 2-3 days a week, for at least 4 hours at a time.This is currently an unpaid position but could develop into a paid position over time. We can also sign off on community service hours.Please submit a cover letter and resume if you would like to be considered.Job Type: InternshipSalary: $0.00 /yearJob Location:Boca Raton, FLRequired education:High school or equivalent",marketing+intern,Administrative Assistant Intern (UNPAID),https://www.indeed.com/cmp/Walser-Law-Firm/jobs/Administrative-Assistant-Intern-25e3c54c6cdaccae?sjdu=QwrRXKrqZ3CNX5W-O9jEvcD9A2--9riq-7sA7JLcQXPJQ06vzH2zhtCREOgeKB3-pu5ig1hmvT2mI4i9hwWmTan8n6JmnWTcfQ7B3_hLRxtIhQUM3zHBxJ5EG3_p6b4u,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
103,,,,,,,,,,,,,,,,,,,,Ware Malcomb,http://waremalcomb.applytojob.com/apply/0f393067564a01035d6468424b7142467e5a092d626d7723010404210d522b24356135/Marketing-Intern?source=INDE&sid=eVR8dz05lUYrzIsrKiVi0T1fDHJiZkgef7m&sourcename=Indeed,"BACK TO WM.COM MARKETING INTERN DESCRIPTION Ware Malcomb offers a Marketing Internship in our Irvine office.    Ware Malcomb is an international design firm offering integrated services to clients throughout the world. Founded in 1972, Ware Malcomb offers planning, architecture, interior design, civil engineering, graphic design and sustainable design services to diverse clients.   This is a great opportunity to marketing focused student to build your resume with hands-on learning and exposure to various marketing experiences.  Our ideal intern will be a current university student enrolled in Business, Marketing, Communications or similar programs.    We need someone that is a good listener, is able to follow directions, has a great work ethic, pays attention to detail and a team player.   Prior marketing internship preferred. **Must be legally authorized to work in the United States** Submit resume: http://www.waremalcomb.com/careers  BACK TO LIST APPLY THIS JOB * Required fields Apply with Indeed First name* Last name* Email address* Location * Phone number* Resume* Attach resume or Paste resume Cover Letter Who referred you to this position? What‰Ûªs your citizenship / employment eligibility?* No answer I am a U.S. Citizen/Permanent Resident Non-citizen allowed to work for any employer Non-citizen allowed to work for current employer Non-citizen seeking work authorization I am a Canadian Citizen/Permanent Resident Other College or University* Have you ever been convicted of a felony?* No answer No Yes If ‰ÛÏYes‰Û, you have been convicted of a felony, please explain the circumstances around the conviction: In 150 characters or fewer, tell us what makes you unique. Try to be creative and say something that will catch our eye!   How did you hear about us?* -- No answer -- Our Website Employee Referral Indeed.com Craigslist Archinect Glassdoor IIDA.com Monster.com CareerBuilder.com DICE.com AIA Job Board RAIC OAA ASCE.org Job Fair University Job Board Other SimplyHired LinkedIn Why are you looking to leave your current employer?* What is your current hourly rate or salary?*  If you are unable to post your resume, please send us an email. Connect with Us",marketing+intern,Marketing Intern,http://waremalcomb.applytojob.com/apply/0f393067564a01035d6468424b7142467e5a092d626d7723010404210d522b24356135/Marketing-Intern?source=INDE&sid=eVR8dz05lUYrzIsrKiVi0T1fDHJiZkgef7m&sourcename=Indeed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1
236,,,,,,,,,,,,,,,,,,,,Warren Transportation,https://warrensupportjobs.hyrell.com/UI/Views/Applicant/VirtualStepPositionDetails.aspx?enc=ssJYROH8HJuEgPgE6+uDRQplATsp7QU6TdPSCPUH4ZI=&tzi=Central%20Standard%20Time,"Careers Marketing Internship (Summer 2017) Share this Job Warren Transportation Posted February 09, 2017 Employment Type Full-Time/Part-Time Compensation Yes Company Warren Transportation Location 210 Beck Avenue, P.O. Box 420 Waterloo, IA 50704 US Map data å©2017 Google Terms of Use Report a map error Map Satellite JOB DESCRIPTION Warren has an exciting opportunity for Marketing majors looking to gain real work experience.  Through our summer Internship Program Marketing students will have the opportunity to work on and help develop sales marketing material, Internet and Social Media marketing, and Sales strategy. We invite you to explore the employment and internship opportunities available at Warren Transport Inc., and learn more about the careers that help keep our drivers focused on the load and the road. RESPONSIBILITIES Interact with and provide support to sales and marketing staff to achieve department objectives Interact with and provide support to sales and marketing team Gain a broader understanding of what sales and marketing means in the trucking industry. Work with all levels of our team including the Vice President of Sales and Marketing Conduct industry and supplier analysis. Develop and complete a marketing project to help enhance marketing materials QUALIFICATIONS Currently pursuing a Bachelor's Degree in Marketing or Sales Proficient in Microsoft Office Suite (Excel, Word, PowerPoint, Outlook), plus the ability to quickly learn other applicable systems Ability to work both on a team and independently prioritizes multiple projects, and meets deadlines Strong communication, analytical and interpersonal skills. BENEFITS Flexible Scheduling Gain work experience Develop skills Make connections Strengthen resumes Learn about a field and assess interest and abilities Support Privacy Policy Terms of Service",marketing+intern,Marketing Intern,https://warrensupportjobs.hyrell.com/UI/Views/Applicant/VirtualStepPositionDetails.aspx?enc=ssJYROH8HJuEgPgE6+uDRQplATsp7QU6TdPSCPUH4ZI=&tzi=Central%20Standard%20Time,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0
382,,,,,,,,,,,,,,,,,,,,WE,http://jobs.we-worldwide.com/ShowJob/Id/1130006/PR%20Intern%20%20%20Austin,"AT A GLANCE POINT OF VIEW EXPERTISE CULTURE & CAREERS CONNECT Join us! This could be the start of something great. Home 0 Apply Now     Req # 7806 PR Intern - Austin Location: Austin TX US Job Category: Intern Job Description:  When you work at WE, you will find compelling work, global partnerships, worthwhile professional development, outstanding benefits and the opportunity to make a difference. We value those who share our passion and belief in the power of change, discovery and innovation. We invest in our future by creating a fun workplace full of creative, skilled, curious and enthusiastic people. If that sounds like you, we want you here.  Interns at WE are provided professional experience and practice to learn about strategic communications. The agency is committed to providing interns with a valuable experience that will help build a strong foundation for entering the profession. In addition to a structured mentorship program, customized industry and agency training, regular feedback, and networking opportunities, our interns are exposed to a broad variety of projects with multiple teams.  The program will begin on Wednesday, June 21, 2017.  Responsibilities:  THROUGHOUT THE WE INTERNSHIP, YOU WILL HAVE THE OPPORTUNITY TO: Understand the significant role that strategic communications can play toward achieving clients‰Ûª business objectives. Learn WE‰Ûªs unique methods and practices guiding client contact, influential relationships and strategic communications. Learn how the media works, how to build relationships with editors, analysts, and reviewers, and how to identify important influencers to clients. Research the basics of clients‰Ûª products, PR plans, and teams‰Ûª strategies and tactics to help clients tell their stories to their target audiences. Work with a WE team to respond to client requests, manage editorial and analyst requests, develop story ideas, pitch stories to journalists and plan for major events. Contribute to logistics and preparation of press activities, press or analyst tours, trade-show press meetings, on-site influential visits and other events. Participate in the development and distribution of media alerts, press releases and related materials. Master working with team members in other locations and incorporate videoconferencing technology. Report on relevant coverage  Qualifications:  EDUCATION: Bachelor‰Ûªs degree or above is required EXPERIENCE PREFERRED: 0-1 years of professional experience - Public Relations Internship experience a plus Developed written materials that are organized, professional and concise Managed multiple projects simultaneously Worked under deadline pressure IMPORTANT SKILLS AND CHARACTERISTICS: Exhibit agency values ‰ÛÒ Respect, Integrity, Collaboration, Innovation, Passion, Curiosity Creative Proactive Resourceful Follow-through Strong writing capabilities. Ability to gather and synthesize large quantities of information into succinct and clear communications. Ability to manage multi-faceted projects. Strong organizational skills and the ability to prioritize are very important. Ability to work well under pressure and meet deadlines.  While the exact functions and responsibilities will vary depending on the teams to which the intern is assigned, the agency works to ensure that the intern‰Ûªs experience is creative, dynamic, fulfilling, and consistent. **Employment is not guaranteed at the completion of the internship program.  **Please note that due to the volume of applicants, we are unable to contact every candidate individually.  Apply Now     Not ready to apply? JOIN OUR TALENT COMMUNITY WE is committed to equal employment opportunity and does not discriminate against an employee or applicant because of age, race, color, religion, gender, national origin, veteran status, disability, sexual orientation, gender identity, marital status, or other legally protected class status. In addition, WE complies with applicable federal, state and local laws covering nondiscrimination in employment. AT A GLANCE POINT OF VIEW EXPERTISE CULTURE & CAREERS CONNECT NEWS PRESS EVENTS BLOG INSTAGRAM TWITTER FACEBOOK LINKEDIN YOUTUBE å© 2017 WE. All Rights Reserved Privacy Policy | Terms of Service Powered by SmashFly",marketing+intern,PR Intern,http://jobs.we-worldwide.com/ShowJob/Id/1130006/PR%20Intern%20%20%20Austin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
289,,,,,,,,,,,,,,,,,,,,Web Marketing Intern,http://www.artskills.com/Jobs/Web-Marketing-Intern.aspx,"Need Help? Call 1.800.552.3729 Home Products Poster Gallery Project Ideas Poster Help Science Fair S.O.S. Web Marketing Intern Jobs Position Overview: ArtSkills, Inc. is looking for a Web Marketing intern to help assist in developing web programs and various marketing activities. The Web Marketing Intern provides support for the execution of online marketing programs, SEO and SEM advertising, and research done by the sales and marketing departments.  ArtSkills is looking for someone with high energy, a strong work ethic, and a passion for going above and beyond. This internship is the perfect opportunity for a current or recent college student to learn more about web marketing and apply the skills they have learned towards real world execution. Major Responsibilities:  Assist with web marketing initiatives and execution of online promotional programs Daily updating of website and social media platforms Creation of digital marketing materials for online engagement including video production/editing Research web ideas for ArtSkills Sales & Marketing to pursue Participate in additional projects as they are developed  Qualifications:  Current or Recent College Student. Major focus of Marketing, Business, or another related discipline. Preferred coursework focusing in SEO,SEM, and online marketing Part Time (Min: ___ Hrs / Week / Full Time Preferred. M-F, 9am to 5pm-Flexible Based on Student Schedules) Shows knowledge and passion for online marketing initiatives. Additional Information: Intern will work at the ArtSkills Bethlehem, PA Office Compensation: $150 weekly stipend Term: Equal to 4 months or one semester / unless otherwise agreed, or required by school.  To Apply: Please send a resume and cover letter, Attn: Joe Gianndrea, to Helen@artskills.com for consideration.  Copyright å© 2017 All Rights Reserved   |   3935 Rabold Circle South, Bethlehem, PA 18020 Contact Us Today Call us: 1.800.552.3729 Fax us: 610.814.6725 Email Us Email Updates Sign up for our newsletter to receive weekly updates & promotions Quick Links Products Poster Gallery Poster Help Jobs Privacy Policy",marketing+intern,"ArtSkills, Inc.",http://www.artskills.com/Jobs/Web-Marketing-Intern.aspx,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1
44,,,,,,,,,,,,,,,,,,,,Webpage FX,http://www.webpagefx.com/jobs/Internship-Internet-Marketing-Account-Management-JobID15.html,"Performance drivenInternet marketingGet Leads: 888-601-5359  888-601-5359RESULTSSEO & LEAD GENERATIONCONTENT & ANALYTICSCREATIVE & UXWHO WE ARELEARNCONTACTEMPLOYMENTINTERNSHIP - INTERNET MARKETING - ACCOUNT MANAGEMENT (20 TO 25 HOURS A WEEK)Train under our world class Internet marketing team and assist them performing research, ad copywriting, content optimization/strategy/integration, data analysis, web analytics, creating reports, etc. You will also have the opportunity to have mock client training to prepare you for working with clients.APPLY FOR THIS POSITIONCandidate RequirementsGPA above 3.4 {Please include GPA on resume to be considered}Preferably pursuing degree in Marketing, PR, Communications, Information Systems, Business, Statistics or related majorOutstanding verbal communication skillsOutstanding written communication skillsVery basic HTML experience {Desired}Facebook account with over 100 friends (Only used to verify web understanding)Twitter account with over 25 followers (Only used to verify web understanding)Google+ account with over 10 circles {Desired}(Only used to verify web understanding)Stays up to date on new changes to the web and actively reads several blogsSchedule, Hours and Pay RateThis position is flexible with hours and days. Intern will enjoy his or her own work space, computer, along with the ability to wear jeans/casual dress to work each day. Letters of recommendation are provided along with the ability to learn valuable Internet marketing skills.LocationHarrisburg, PA & Possibility of telecommuting (Post training)Compensation$9 to $10 per hourDiscover our other job opportunities!VIEW OPEN POSITIONSWe're not your typical marketing agency.SEE WHY!Refer a new employee to WebpageFX & earn $500!*CREATE A REFERRAL LINKApply for this positionNAME*EMAIL*UNDERGRADUATE GPA*ARE YOU ORIGINALLY FROM, DID YOU ATTEND COLLEGE IN, OR DO YOU HAVE FRIENDS OR FAMILY IN GREATER CENTRAL PA?                                            Please Select:                                            Yes                                            No - But willing to relocate                                            No - Not willing to relocate                                         SAMPLE WRITTEN, DESIGN, SOCIAL PROFILES (ONLY USED TO VERIFY WEB UNDERSTANDING), BLOGS, WEBSITES, ETC. (OPTIONAL):RESUME:COVER LETTER:Culture:Inside WebpageFXWe're not your typical marketing agency.CHECK US OUT!WEBPAGEFX BY THE NUMBERS#1Best Place to Work in PA3,380Ongoing Learning books read477mFitbit steps it will take to reach our goal of walking to the moon150%company charity match1,086lives we have changed through the #FXBuilds program2.8average personal goals each team member achieves per month#25Harrisburg's rank on U.S. News' list of Best Places to Live17on CPBJ's 2015 list of fastest-growing PA companies in 2015Become a part of ourpassionate teamOur leading Internet marketers, designers and developers serve a long list of globally recognized and fortune 500 companies, from CAT dealerships across the country to Dover Downs Hotel & Casino. You‰Ûªll help us grow our clients‰Ûª businesses with innovative, hard-hitting Internet Marketing campaigns and an effective online presence. Over the past three years, our Central PA family has grown over 250%. What makes WebpageFX so successful? The answer is easy: our talented team.VIEW OPEN POSITIONSFREE SEO AUDITRUN QUICK SCAN NOWREVENUE INSIDER WEEKLYJoin subscribers generating more web revenue.7.3kLike3.3kFollowFollow1.7kRECOGNIZED BYHOME ABOUT US WEB DESIGN WEBSITE REDESIGN ECOMMERCE SEO PPC MANAGEMENT PORTFOLIO CONTACT FREE QUOTEå© Copyright 2002-2017 WebpageFX | 1705 N. Front St. Harrisburg, PA 17102 | Call Toll Free: 888.449.3239 | Privacy & Terms of Use | Sitemap",data+analytics+intern,Internet Marketing Intern,http://www.webpagefx.com/jobs/Internship-Internet-Marketing-Account-Management-JobID15.html,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0
288,,,,,,,,,,,,,,,,,,,,Weed Man East Bay,https://www.indeed.com/cmp/Weed-Man-East-Bay/jobs/Part-Time-Sales-Marketing-Intern-968ea9ef95f76466?sjdu=Zzi_VW2ygsY1fzh3Ma9ZsPaqOkFrOZiF9heaw3NaNThHKtl4GZnaQtazIYcBNcVkDQhCG96ORXBi2Ts5fHBLhw,"International franchise specializing in commercial and residential lawncare maintenance is seeking a part-time intern to join our growing team. This person will be responsible for document management, sales reporting, conducting training for marketing team, and providing support to sales staff. Great opportunity for a college student looking to own their own business/franchise in the future or have a career in Sales or Business Management.Job Type: InternshipSalary: $16.50 /hourJob Location:Pleasanton, CARequired education:AssociateRequired experience:Sales/Marketing: 1 yearRequired license or certification:Valid drivers license with a clean DMV record",marketing+intern,Part Time Sales/Marketing Intern,https://www.indeed.com/cmp/Weed-Man-East-Bay/jobs/Part-Time-Sales-Marketing-Intern-968ea9ef95f76466?sjdu=Zzi_VW2ygsY1fzh3Ma9ZsPaqOkFrOZiF9heaw3NaNThHKtl4GZnaQtazIYcBNcVkDQhCG96ORXBi2Ts5fHBLhw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
141,,,,,,,,,,,,,,,,,,,,Wells Fargo,"https://www.indeed.com/viewjob?jk=7afe535083bc47ef&from=jr2&q=fccid%3A852+-feedtype%3AJ&l=Austin,+TX&sclk=1&sjdu=i6xVERweJM_pVUvgf-MzudkIFuXsivPbDxLvxICTIPNH6tFrpwwKc7ugiY2ChKF8&pub=8b5db2eda1dbccf44312e836930267de0cace3277f6b99df","Job DescriptionAt Wells Fargo, our vision is to satisfy our customers’ financial needs and help them succeed financially. In this role, you will help us deliver on our vision and build lifelong relationships with our customers. You also will demonstrate leadership through contributing to a company culture that supports customers in achieving their financial goals, team members in developing their careers, and communities in continuing to thrive. As part of a team that serves one in three American households, you will play a vital role in living our commitment to the highest ethical standards and maintaining the valued trust of our customers and communities.Tellers are the face of our company and represent Wells Fargo in the community. A Teller position with our team offers an opportunity to be part of one of America s greatest companies. You'll have exposure to a variety of responsibilities, people and experiences in a professional work environment - that's part of the fun!We value what’s right for our customers in everything we do. Everything we do, we do to protect the customer and the bank. Our teller’s role is to warmly welcome customers to our branch, efficiently process the customer’s request, and build trust that Wells Fargo can help them with all of their financial needs.We want them to know about all of our innovative services, financial education information, as well as take advantage of the relationships we provide as Wells Fargo team members.Every teller is part of a team that is rated first, and most importantly, on the customers’ experience with the teams’ service. Every teller has her/his own performance objectives that are based on ensuring a best in class customer experience, which includes listening to customers and helping them navigate the tools and resources that Wells Fargo offers. Our best tellers constantly go the extra mile to greet customers and provide exceptional customer service, make them feel welcome and also engage them to learn about their financial needs. Reliable attendance is essential for success in this role.This exciting role includes:Going the extra mile to greet customers, show them that we care, and make them feel welcomeAsking questions to learn about their financial needs and, when the customer sees the value, introducing them to other Wells Fargo team members.Working with your manager to increase your customer advocacy effectiveness through feedback and coaching.Processing multiple customer transactions through patience, attention to detail, and the ability to follow procedures.Accurately maintaining and balancing a cash drawer.Delivering upon customer needs for products such as safe deposit boxes, merchant/vault, ATM processing, bonds and coupons, foreign currency and night drop.A happy, satisfied customer starts with you!Qualifications can be demonstrated through relevant military experience or demonstrated leadership or goal achievement in related academic activities or internships.At Wells Fargo, we have an outstanding diverse team. We want people who pitch in and help others without being asked. We want team members who are committed to the success of the team. Tellers develop and improve their skills through training programs and regular feedback discussions with supervisors, to help them improve in their current role and further their professional development. Many of our managers and senior leaders started their career as a teller. With an organization the size of Wells Fargo, there are multiple opportunities to learn and grow and explore career options over time. Our vision and values supports developing and engaging our team members.Important Note: During the application process, ensure your contact information (email and phone number) is up to date and upload your current resume prior to submitting your application for consideration. If you are a Wells Fargo Team Member, in your Jobs Profile ensure that your email address is valid and updated to an address that can receive external emails outside of the banking network. Initial contact with you will be made via e-mail. Please check your e-mail regularly for updates.Normal work schedules typically fall between 7AM - 6PM. The schedule for this position is between the hours of Mon-Thur 8:30am to 5:15pm, Fri 8:30am to 6:15pm, and Sat 8:30am to 2:15pm and may change based on business need. Required Qualifications1+ year of experience interacting with people or customers Desired QualificationsAbility to navigate multiple computer systems, applications, and utilize search tools to find informationBasic Microsoft Office skillsCash handling experienceCustomer service focus with the ability to stay positive in interactions with customers and team membersExperience offering products and servicesExperience working in a fast-paced environmentGood communication skills including speaking clearly, succinctly, and accurately while using a pleasant tone and common conversational courtesiesAbility to meet or exceed performance objectives Other Desired QualificationsMultilingual speakers are encouraged to apply Job ExpectationsAbility to stand for extended periods of timeAbility to work weekends and holidays as needed or scheduled Street AddressTX-Austin: 3738 Bee Cave Road - Austin, TXDisclaimerAll offers for employment with Wells Fargo are contingent upon the candidate having successfully completed a criminal background check. Wells Fargo will consider qualified candidates with criminal histories in a manner consistent with the requirements of applicable local, state and Federal law, including Section 19 of the Federal Deposit Insurance Act.Relevant military experience is considered for veterans and transitioning service men and women.Wells Fargo is an Affirmative Action and Equal Opportunity Employer, Minority/Female/Disabled/Veteran/Gender Identity/Sexual Orientation.",marketing+intern,Teller,"https://www.indeed.com/viewjob?jk=7afe535083bc47ef&from=jr2&q=fccid%3A852+-feedtype%3AJ&l=Austin,+TX&sclk=1&sjdu=i6xVERweJM_pVUvgf-MzudkIFuXsivPbDxLvxICTIPNH6tFrpwwKc7ugiY2ChKF8&pub=8b5db2eda1dbccf44312e836930267de0cace3277f6b99df",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
63,,,,,,,,,,,,,,,,,,,,Wells Fargo,https://www.wellsfargojobs.com/job/-/-/1251/4081808?utm_source=indeed.com&utm_campaign=wim%20media&utm_medium=job_aggregator&utm_content=job_posting&ss=paid,"Skip NavigationOur BenefitsOur ValuesOur Hiring ProcessSocial MediaTwitterLinkedInYouTubeGlassdoorFacebookSearch Our JobsKeywordLocationRadiusSelect5 miles15 miles25 miles35 miles50 milesSearch Our JobsJob DescriptionAssociate Analyst InternApply nowJob ID 5316622Schedule Type FlexibleWork Hours 40Location Menomonee Falls, Wisconsin;Job DescriptionWells Capital Management (WellsCap) is a multi-boutique, asset management firm focused on institutional clients. Our diverse and autonomous teams provide a broad range of investment solutions across multiple asset classes and investment styles within three main categories: equity, fixed income, and quantitative.Why multi-boutique? We believe that: independent, focused investment teams generate alpha; investment teams should focus on investing for our clients without the distractions of operating a business; and risk management oversight should be independent from our teams to ensure we consistently meet client objectives. WellsCap has $356 billion in assets under management as of  September 30, 2016.Please note:   Successful candidate will intern with the Heritage Growth Equity Team based in Milwaukee, WI.  This is a full-time internship during the summer and it will continue part-time approximately 15 - 20 hours during the 2017- 2018 school year. Specific duties include, but are not limited to:Support senior analysts and portfolio managers with a combination of organizational, analytical, and research responsibilitiesCreate quarterly earnings reports and gather valuation models used in evaluating companies and industriesKeep abreast of company/industry news flow and market conditionsUtilized related Investment SoftwareAssist the team with any marketing responsibilities which includes preparing pitch books and marketing materialsManaging multiple tasks at one time, while remaining focused in fast paced environmentDemonstrate superior attention to detail and ability to prioritize tasks in a fast paced environmentOther Desired QualificationsBackground in Finance or Accounting a plus, but not necessaryCandidate must show history of achievements, success and attention to detailAbility to work and communicate under pressureStrong oral, written and interpersonal communication skillsIntermediate experience in Microsoft OfficeWilling to commit to one full year with the teamWells Fargo will not sponsor visas for these positions and will not hire individuals whose work eligibility is based on their F-1 or other student visa status such as Optional Practical Training (OPT). Candidates must be authorized to work in the United States on a permanent basis  DisclaimerAll offers for employment with Wells Fargo are contingent upon the candidate having successfully completed a criminal background check. Wells Fargo will consider qualified candidates with criminal histories in a manner consistent with the requirements of applicable local, state and Federal law, including Section 19 of the Federal Deposit Insurance Act.Relevant military experience is considered for veterans and transitioning service men and women.Wells Fargo is an Affirmative Action and Equal Opportunity Employer, Minority/Female/Disabled/Veteran/Gender Identity/Sexual Orientation.0012790WEALTH INV MGMT/WIM PSIApply nowShareLinkedInTwitterEmailAbout Our LocationMenomonee Falls OfficeView mapWorking at Wells Fargo ‰ÛÒ Our Hiring ProcessFind Jobs Near YouSign up for our Talent Community and receive Job AlertsSign upRelated JobsTeller - Milwaukee, WisconsinTrading Operations Speclst 2 - Menomonee Falls, WisconsinIntermediary Account Mgr 3 - Senior DCIO Relationship Manager - Wells Fargo Asset Management - Menomonee Falls, WisconsinWF StoriesBlogCorporate Social ResponsibilityWells Fargo is committed to hiring and retaining diverse team members including Military Veterans, Veterans with disabilities, and transitioning Military personnel. We are working to increase diverse representation throughout the company and create an inclusive environment for all team members. When recruiting, we work with talent resources that focus on diversity and Veterans. We attend Veteran-focused job fairs and identify Military Veteran job seekers through resources like Military.com, Recruit Military.com, Hire Vets First, our internal Veterans‰Ûª Team Member Network and others. To learn more about career opportunities with our company, please visit us at .Legal NoticesEEO is the LawSite MapRelevant military experience is considered for veterans and transitioning service men and women. Wells Fargo is an Affirmative Action and Equal Opportunity Employer, Minority/Female/Disabled/Veteran/Gender Identity/Sexual Orientation.å© 2017 Wells Fargo Bank, N.A. All rights reserved.",marketing+intern,Associate Analyst Intern,https://www.wellsfargojobs.com/job/-/-/1251/4081808?utm_source=indeed.com&utm_campaign=wim%20media&utm_medium=job_aggregator&utm_content=job_posting&ss=paid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0
147,,,,,,,,,,,,,,,,,,,,Werner Electric Supply Company,https://jobs.ecipay.com/prod/net/EmpApp/JobList.aspx?ID=uJ5hb2UjknD2FbrdwfO5fA%3d%3d&REQID=1%2fCeQjxDQbp%2boAvRFksPFw%3d%3d&source=Indeed.com&AspxAutoDetectCookieSupport=1,"Return to Job List     WERNER ELECTRIC IS GROWING Werner Electric Supply Company provides electrical and lighting products and services to industrial and electrical contractors and industrial automation professionals in Wisconsin, Michigan's Upper Peninsula and North Dakota. We are a company with a strong reputation for success, and each employee's role is critical to fulfilling the mission of our organization. We are dedicated to continual improvement in the distribution of quality product and services resulting in the long-term trust, profitability, and success of our employees, customers, vendors, and the communities we serve. All of these things are just part of what makes Werner Electric Supply Company such a great place to work! Werner Electric Supply is currently in need of a Marketing Intern in our Appleton Branch. Summary Develop, maintain and marketing related activities, as assigned, for Werner Electric Supply. Duties and Responsibilities Participate in the planning and execution of events that support marketing and sales objectives. Duties include but are not limited to the preparation of food, duties related to the set-up, hosting, and clean-up of an event, greeting customers, and any follow-up needed for market research purposes. Participate in execution of marketing strategies and objectives, including communications to internal and external customers. Support various marketing fulfillment duties and systems including but not limited to direct mail, sales literature, and merchandise, including apparel. Aid in public relations programs and represent the Werner Brand at customer events, and counter promotions. Participate in new market research and design. Execute marketing and merchandising strategies for counter sales areas and coordinate the implementation of these plans. Other duties as assigned.    Qualifications High School Diploma or equivalent required. Pursuing a degree in marketing and/or communications, or a related field. Have a working knowledge of Microsoft Office Suite. Hold a valid driver‰Ûªs license. Be able to lift a minimum of 30 pounds on a regular basis. Must be able to work a flexible schedule including evenings and weekends. Attention to detail a must! Werner Electric Supply is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.",marketing+intern,Marketing Intern,https://jobs.ecipay.com/prod/net/EmpApp/JobList.aspx?ID=uJ5hb2UjknD2FbrdwfO5fA%3d%3d&REQID=1%2fCeQjxDQbp%2boAvRFksPFw%3d%3d&source=Indeed.com&AspxAutoDetectCookieSupport=1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
